,titles,area,city,company,job_type,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,urls,job_description,job_requirements
120,Category Manager,Maadi,Cairo,Raya Distribution,Full Time,5 To 7 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,Sales Operations | Communication | Category Management | Retail,https://wuzzuf.net/jobs/p/5tT2h1khSQX7-Category-Manager-Raya-Distribution-Cairo-Egypt?o=121&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Analyzing data or insights to determine industry and consumer trends regarding the product and category | Creating and developing a strategic long-term plan for the development of the category | Developing an exit strategy for unsuccessful products | Overseeing a team of analysts and other support staff | Building and driving relationships with key vendors to improve pricing and quality of services | Becoming a leader in category ranging, pricing and promotions across channels | Placing appropriate orders to ensure product availability meets demand | Leading category management projects to optimize ranges and related merchandising | Collaborating with buyers and merchandisers to expand product categories | Creating forecasts for product demand to ensure sustainability of inventory | Managing budget development and revenue for the category | Developing strong working relationships with buying, marketing and merchandising teams",Communication Skills | Analytical Skills | Flexibility | Reliability | Time management | Ability to learn | Critical Thinking | Problem-Solving skills | Analytical Tools | Spreadsheets | Presentation Software | Online Sales Portals
121,Senior Internal Auditor,Sheikh Zayed,Giza,Gates Development,Full Time,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance | Analyst/Research,Auditing | Commerce | Finance | Financial Analysis | Accounting | English | Communication | Auditor,https://wuzzuf.net/jobs/p/xqymmgIODlWs-Senior-Internal-Auditor-Gates-Development-Giza-Egypt?o=122&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Under the direction of the Director of Internal Audit , performs internal audits of company departments and activities in compliance with established guidelines and principles of auditing by understanding and documenting business processes, interpreting company policies and procedures, governance practices, and regulatory obligations, evaluating compliance with laws, policies, procedures, and regulation by comparing operating practices with established norms, and supporting the safeguarding of assets by reviewing the internal controls over those assets and verifying the existence of such assets | Assesses complex activities to identify potential operational, financial, and compliance risks or potential fraud which warrant audit attention | Contributes to the development of a total program of internal review and audit for the company by determining records and activities to be analyzed and planning work assignments for departmental audits | Prepares acceptable work papers by researching, compiling, and analyzing data to be presented within internal audit reports | Effectively communicates the results of audits by preparing final reports of audit findings | lead planned audits into the company, including organizing teams, inspecting accounts, checking compliance with applicable laws, detecting ineffective or inefficient practices and verifying financial records | Organize and present meaningfully detailed reports to communicate the results of an audit to internal audit director | Communicate with other departments to verify records and confirm company policies",Bachelor degree of commerce | Advanced Auditing Certificate (preferable) | 3-5 Years of experience in the field | Problem solving skills | Analytical skill
122,Senior Financial Planning & Analysis Executive,New Cairo,Cairo,MENASSAT,Full Time,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance | Analyst/Research,Business Analysis | Business Development | English | Presentation Skills | Analysis | Commerce | business | Microsoft Office | Presentation | Skills,https://wuzzuf.net/jobs/p/FCBSY70cjww0-Senior-Financial-Planning-Analysis-Executive-MENASSAT-Cairo-Egypt?o=123&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Create financial models to evaluate potential new development or investments opportunities | Update financial models with actual data to evaluate investments | Building annual budgets and forecasts for different departments and consolidating into one master budget | Analyzing previous budgets and forecasts and performing variance analysis | Evaluating new and existing projects, investments, and assets to determine their validity and appraise their value | Recommending improvements and use of financing structures such as debt and equity when appropriate | Identifies financial status by comparing and analyzing actual results with plans and forecasts | Improves financial results by analyzing results; monitoring variances; identifying trends; recommending actions to management","Bachelor’s degree in Commerce or other related degree | 5 to 7 years of working experience, at least 3 years of work experience in similar role & field | Proven experience in business analysis tools and techniques | Strong presentation skills, adept business knowledge, organizational abilities | Excellent Microsoft office package (Power Point / Excel / Word) | Excellent in English Language (Spoken / Read /written)"
123,QA QC Manager,New Capital,Cairo,Confidential,Full Time,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture | Quality,QA | QC | Quality Control | Quality Assurance | Construction | Civil Engineering | Engineering | Architecture | QA/QC | quality | English | Management,https://wuzzuf.net/jobs/p/WVpxiVfPybki-QA-QC-Manager-Cairo-Egypt?o=124&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"We are Hiring is required for main contractor Constriction company location New capital mega projects | Ensure that the organization’s Quality Management System conforms to customer, internal, and regulatory/legal requirements | Ensure evaluation of, and reporting on, vendor quality systems | Oversee inspection (examination) of incoming materials, ensuring that they meet requirements | Manage the monitoring, measurement, and review of internal processes, especially those that affect the quality of the organization’s products | Lead a team of Quality specialists, inspectors, auditors, analysts, and technicians | Report to head of Supply Ops on the performance of the QMS (e.g., results of quality audits, corrective actions), including the need for improvement | Conduct periodic management review meetings | Oversee product recalls | Responsible for accuracy and timely inspection/calibration of monitoring and measuring devices | Keep up on standards, regulations/laws, issues, and news with respect to product (service) quality | Formulate procedures to inspect and report quality assurance issues | Monitoring all operations that affect quality | Formulate procedures to inspect and report quality issues | Monitor all operations that affect quality | Assure the reliability and consistency of production by checking processes and final output | Report all malfunctions to production executives to ensure immediate action | Facilitate proactive solutions by collecting and analyzing quality data | Review current standards and policies | Keep records of quality reports, statistical reviews and relevant documentation | Ensure all legal standards are met | Communicate with external quality assurance officers during on-site inspections | Determining, negotiating and agreeing on in-house quality procedures, standards and specifications | Specifying quality requirements of raw materials with suppliers | Investigating and setting standards for quality, health and safety | Ensuring that manufacturing processes comply with standards at both national and international level | Working with operating staff to establish procedures, standards, systems and procedures | Writing management and technical reports | Determining training needs | Acting as a catalyst for change and improvement in performance and quality | Recording, analyzing and distributing statistical information | Monitoring performance","Has at least 10 years of experience in Quality Control and Assurance in the Architecture, Engineering, Construction, and Planning Industry | Bachelor's Degree in Civil Engineering | Wide experience in all types of Buildings and Infrastructure QA/QC activities, familiar with all industry/international codes and standards, | Excellent communication and management skills | Fluent in written and spoken English"
124,QSIT -Software Development Team Leader,Mokattam,Cairo,Alkan CIT,Full Time,8 To 12 Years,Manager,Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Engineering | Computer Science | CSS | esri | GIS | HTML | HTML5 | Information Technology (IT) | C# | .NET | Angular | angular js | javascript | jQuery | rest | Software Development | Software Engineering | Software,https://wuzzuf.net/jobs/p/TtvkbOxSJcyK-QSIT--Software-Development-Team-Leader-Alkan-CIT-Cairo-Egypt?o=125&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Develop & Implement system modules according to previous design & analysis using selected project technology | Develop product/solution logic within an iterative development lifecycle | Maintain and modify existing applications ensuring adherence to standards | Coordinate with the products development manager to choose which features will be added to the release and their scope | Responsible for the whole development phase (code, design and plan) as well reviewing the codes | Make regular review to ensure that the system meets design architecture | Discover and raise flag when needed in order to update system architecture to ensure following system requirements | Responsible to establish all possible options for designing and delivering the best solutions based on sound analytical judgment, and team input and the customers’ best interest under the supervision of the team leader | Design push and pull data interfaces using the latest web and data sharing technologies and project needs integrated to a multitude of third party providers | Participate in software analysis & design ending up in the project design document through conducting system analysis and development, with limited support from professional staff, to keep our clients’ systems current with changing technologies | Responsible for utilizing tools and equipment involved  in performance of essential functions of programming including ensuring instruments, proof of concept - trying new modules | Responsible for analysis of current programs including performance, diagnosis and troubleshooting of problem programs, and designing solutions to problematic programming | Deeply participate in detailed design/POCs phase along with the architecture team and the team leader | Implement functional enhancements and application specifications to ensure a satisfactory level of both functional and nonfunctional requirements, such as performance, security, scalability, and usability | Research new technologies that push the boundaries and capabilities of design and provide insight on applying these to ESRINEA product offerings | Research and evaluate a variety of software products | Maintain high standards of software quality within the team by establishing good practices | Perform and assist with quality control activities as needed | Conduct and supervising unit-testing tasks and fixing defects that may arise | Collaborate with QC team to ensure that the system follows the organization coding convention | Collaborate with QC team to ensure that the system follows the organization coding convention and CMMI process accreditation | Respond promptly and professionally to bug reports | Provide assistance to testers and support personnel as needed to determine system problems | Ensure deployment of releases is done correctly | Adhere to high-quality development principles while delivering solutions on-time and on-budget | Assess, troubleshoot, document, upgrade and develop maintenance procedures; Review code for potential performance issues, reusability, and/or anomalies | Troubleshoot client problems both remotely and onsite | Research and identify cause of reported defects and issues | Develop patches and defect fixes | Support Client on site | Participate in training and / or customer support activities as needed | Developing technical documentation | Support technical writers in designing documentation through fully defining all application code and the underlying methodology for the design decisions made | Assist in the collection and technical documentation of user's requirements, development of user stories, estimates and work plans | Responsible for the planning of the product in coordination with the team manager | Responsible for the scoping of the release/sprints, time estimation, and resources allocation | Responsible for guiding, supervising and mentoring associate software developers and software developers | Analyse system specifications and translate system requirements to task specifications for junior programmers | Collaborate with other software developers, business analysts and software architects to plan, design, develop, test, and maintain web and business applications | Before release planning, works with the products development manager to plan for the scope, pool of resources who will be needed and high level sizing | Responsible for doing the risk analysis based on the available resources and update the plan accordingly | Assess opportunities for application and process improvement and prepare documentation of rationale to share with team members and other affected parties | Responsible for discussing all the issues arising from the demo and putting action plan (retrospective Feedback Survey) and follow up on the action items resulting from the survey | Responsible for managing the team task assignment in each sprint and follow up on their work to ensure the plan is followed properly and providing them with the necessary support | Responsible for preparing the demo presentation along with the team","Minimum of 8 years of experience as a software developer, prior experience as a technical leadership position is a must | Bachelor degree in Computer Engineering or Computer Science or equivalent | Fluency in English language | Knowledge of GIS concepts and ESRI technologies | Proven ability to design and develop large scale, complex applications | Deep Knowledge of GIS concepts and ESRI technologies is a plus | Working Knowledge in C#, ASP.NET, ADO.NET, HTML, XML, CSS, JavaScript, and AJAX | Working Knowledge of HTML5, DOJO, and/or jQuery (A Plus) | Working Knowledge in Microsoft Visual studio .Net | Working Knowledge in Microsoft Team Foundation Server | Working Knowledge of REST, Web API and SOAP Web Services | Working Knowledge of PL-SQL and Entity Framework | Working Knowledge of SQL Server and Oracle database | Working Knowledge of complex server-side algorithms and modules coding. Software products/solutions UML modelling and detailed design using professional software tool (Enterprise Architect, Rational Rose, etc.) | Working Knowledge of complex server-side algorithms and modules coding | Working Knowledge of N-tier architectural patterns and ASP.NET MVC | Awareness of CMMI processes | Awareness of Agile common practices"
125,Senior Software Tester,Maadi,Cairo,Confidential,Full Time,5 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Certified Software Tester | Test Design | SQL | Reporting | Software | Testing | Automation | Information Technology (IT) | Design | Quality Assurance | Agile | Software Development | Software Engineering,https://wuzzuf.net/jobs/p/ytgR1Q4wGWRs-Senior-Software-Tester-Cairo-Egypt?o=126&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Prepare reports on all aspects related to the software testing carried out and reporting to the Analysts Development team | Interact with the product team to understand product requirements | Participate in product design reviews and provide input on requirements, product design, and potential problems | Analyze test results, test data, bugs and production defects | Responsible for personally contributing to test cases creation and test execution alongside managing testing team capacity | Record and document results and compare to expected results | Suggest functionality improvements based on usability standards | Review user stories and user acceptance criteria in terms of consistency, completeness, and correctness | Collaborate with software Engineers to develop effective strategies and test plans | Help troubleshoot issues | Work with cross-functional teams to ensure quality throughout the software development lifecycle","Bachelor of Computer Science or any related discipline | 5+ years of proven experience as a Quality Assurance or software Tester or similar role | Experience in project management and end-to-end test process | Proven experience in manual and automation testing | Familiarity with Agile frameworks and regression testing is a must | Experience with Redmine or similar issue tracking tools | Experience with Selenium, JMeter, AppSignal or any similar test automation tools | Ability to deal with code repositories, databases and troubleshoot errors in the testing environment | Hands on experience with SQL, postman and any scripting language | Excellent communication skills | Attention to details | Analytical mind and problem-solving aptitude | Strong organizational skills | Up-to-date knowledge of software test design and testing methodologies | Experience with e-Commerce and FinTech industry is a big plus"
126,Senior E Commerce Specialist,Sheraton,Cairo,Confidential,Full Time,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising | Media/Journalism/Publishing,E-Marketing | Marketing | Shopify | Social Media | Design | Web Design | Digital Marketing,https://wuzzuf.net/jobs/p/LcH8XaYuJHVr-Senior-E-Commerce-Specialist-Cairo-Egypt?o=127&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Work on Shopify with ease and handle all sides of the platform | Support in creating E. commerce websites: Theme customization and curating visuals | Inspect landing pages, product information, checkout options, and all other pertinent website-related systems to ensure their visual appeal, accuracy, and ease of use | Maintain delivery process and other operational responsibilities: order deliveries, refunds, returns, and the website’s customer service | Assist in managing online inventory and stock | Do research and come up with suggestions and solutions | Work closely with the Graphic designing team for website visuals and media | Perform A/B Testing",Fluent in English Language is a Must | Shopify Expert is a MUST | Previous experience in ERP/Navision/SAP is a Plus | Experience in working with different departments in different countries | Commerce/Marketing/Business Admin. Graduate from a reputable university | GUC graduates are most welcome to apply | Total years of Experience from 2 to 3 years max | Proficient in using MS applications particularly Word & Excel | Previous experience with Shopify | A good understanding of user experience | Familiarity with web design and a keen eye to detail | Good communication skills | Resourceful | Proficient in Excel
127,Cost Accounting And Analysis Manager,Tanta,Gharbia,Confidential,Full Time,10 To 12 Years,Manager,Bachelor'S Degree,Confidential,Accounting/Finance | Analyst/Research,Financial Analysis | Accounting | Cost Control | Financial Data Analysis | Financial Management | Finance | CMA | English | Communication | Cost Accounting | Analysis | MS Office,https://wuzzuf.net/jobs/p/oTUdtQgR4UEj-Cost-Accounting-And-Analysis-Manager-Gharbia-Egypt?o=128&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Analyzing audits of costs and preparing reports | Making estimates of new and proposed Projects costs Providing management with reports specifying and comparing factors affecting prices and profitability | Maintaining Cost Accounting Systems | Assist managers in making critical decisions by translating cost data into useful information | Determine costs for new products and contract proposals; adjust forecast models, where necessary | Review all work orders to ensure accounting is accurate and issues are resolved quickly | Providing business related reports & conducting special studies which contribute to decision making (cost & revenue analysis, new projects feasibility studies, resources utilization & billing rates Vs. cost rates) | Accumulate and apply overhead costs as required by generally accepted accounting principles & Work with the materials review","10 to 12 years Of experience in Cost accounting & Data Analysis | Advanced analytical, organization, and interpersonal skills | Excellent collaboration, verbal and written communication skills | Excellent knowledge of full MS Office Programs | Ability to manipulate large amounts of data | High attention to detail and accuracy | BS degree in Accounting or Finance | GP system Knowledge is a plus"
128,Full Stack Senior Java Developer (Remotely for USA),Nasr City,Cairo,Mobile Wave 3,Full Time,4 To 7 Years,Experienced (Non-Manager),MBA,Confidential,IT/Software Development | Engineering - Telecom/Technology,Full Stack | Computer Science | Java | JavaScript | React | CSS | Python | jQuery | MySQL | Angular | Node.js | Data Science | Information Technology (IT) | Software Development | HTML,https://wuzzuf.net/jobs/p/RvxHh93gyQn7-Full-Stack-Senior-Java-Developer-Remotely-for-USA-Mobile-Wave-3-Cairo-Egypt?o=129&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Work with development teams and product managers to ideate software solutions | Design client-side and server-side architecture | Build the front-end of applications through appealing visual design | Develop and manage well-functioning databases and applications | Write effective APIs | Test software to ensure responsiveness and efficiency | Troubleshoot, debug and upgrade software | Create security and data protection settings | Build features and applications with a mobile responsive design | Write technical documentation | Work with data scientists and analysts to improve software","Proven experience as a Full Stack Developer or similar role | Experience developing desktop and mobile applications | Familiarity with common stacks | Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery) | Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js) | Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design | Excellent communication and teamwork skills | Great attention to detail | Organizational skills | An analytical mind | Degree in Computer Science, Statistics or relevant field"
129,Senior NET Developer,Nasr City,Cairo,Z2 Data,Full Time,More Than 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Software Development | .NET | ASP.NET | C# | javaScript | MVC | SQL | jQuery | Web Development | CSS3 | Computer Engineering | Code Versioning Tools | Computer Skills | Microsoft Office | Data Analysis | HTML5 | SOAP | WCF | XML | XSLT | Web Services | AJAX | Microsoft SQL Server | Software Engineering,https://wuzzuf.net/jobs/p/he031i1IbUrh-Senior-NET-Developer-Z2-Data-Cairo-Egypt?o=130&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Building and maintaining internal and external facing web applications | Working with developers, business analyst, QA, team-lead and business resources to design, develop and maintain company’s web applications in Microsoft environments | Develop and execute unit tests to validate code | Provide technical leadership and guidance to other developers as required | Brainstorm technical solutions with the development team and business partners as required | Keep up with technology and introduce new approaches/best practices to peers to gain technical knowledge and to resolve technical difficulties | Participate in the daily scrum; provide estimates and statuses when required | Participate in preparing technical documentation requirements, use cases, deployment to support the finished application | Participate in the analysis of new functional requirement and systems | Participate in the design of new systems and component | Participate in creating programs’ unit testing, UI prototypes and demonstrate them","4+ Years strong demonstrated experience in web development using ASP.NET, C# and MVC | Nasr city residents or surrounding areas are preferred | Familiarity with Microsoft SQL Server | Creating database schemes that represent and support business processes | Experience working with JavaScript, JQuery and AJAX | Experience with SOAP, WCF, XML, XSLT or Web Services | HTML5 / CSS3 a huge plus | Object-Oriented development experience required | Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools | Proficient understanding of code versioning tools"
130,GIS,Zamalek,Cairo,Creditor for financial technology,Full Time,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research | Engineering - Telecom/Technology,mapping | GIS | routes,https://wuzzuf.net/jobs/p/sQXs3y2PlKY2-GIS-Creditor-for-financial-technology-Cairo-Egypt?o=131&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,,More that 3 years of Experience | Experience with mapping tools | Experience with GPS measuring tools | Attention to detail and good problem-solving skills | Analytical mindset | Preferred Experience at FMCG Sector - E payments
131,Junior Artificial Intelligence (AI) Engineer,Cairo,Egypt,Limitless Labs,Full Time,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Analyst/Research | Engineering - Telecom/Technology,Machine Learning | Python | Programming Language | Artificial Intelligence (AI) | Computer Science | Statistical computing | Microsoft SQL | Power BI | Java | Artificial Intelligence | Information Technology (IT) | Software Engineering,https://wuzzuf.net/jobs/p/IbmKAU8v81eb-Junior-Artificial-Intelligence-AI-Engineer-Limitless-Labs-Cairo-Egypt?o=132&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Design, develop, test, deploy and maintain solutions with partners | Build reusable modules and libraries for future use | Optimize solutions for speed and scalability | Write clear technical documentation | Hands-on software development experience designing, writing, debugging, and
testing object-oriented code | Work with a wide range of structured and unstructured data sources | Design and build customized, large-scale cloud-based machine learning systems | We build and test our solutions fast using agile development methods","2+ years of experience in Python and/or Java; Additional knowledge of other
programming languages (C++, R … etc) is preferable | Data-manipulation skills including collecting and cleaning and handling large-scale
datasets | Good experience in a relational database (MS SQL server) | Experience with statistics/machine learning packages such as sci-kit-learn, pandas,
TensorFlow, Torch, Theano, Caffe, Jupiter notebook | Knowledge of deep learning, reinforcement learning, especially with hands-on
experience in hyper-parameter tuning and deep construction/distribution (e.g.,
architecture design in CNN/RNN, parameter initialization, activation, normalization,
and optimization) | Strong background and hands-on experience with relevant Machine learning projects | Knowledge of the following is a plus:
o Experience with API development.
o Knowledge of designing, implementing, and using RESTful Web Services in a
Microservice Architecture.
o Power BI - Spark - Kubernetes - Kubeflow"
132,Internal Auditor,6th of October,Giza,Ezz El arab,Full Time,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Very Convenient",Accounting/Finance | Quality | Analyst/Research,Auditing standards | Auditing | Computer Skills | Finance | MS Office | Accounting | Compliance Management | Certified Internal Auditor | Internal Audit | Quality Auditing | Audit | Financial Analysis | Accounting Software,https://wuzzuf.net/jobs/p/zI9ByZlqm9CL-Internal-Auditor-Ezz-El-arab-Giza-Egypt?o=133&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Perform and control the full audit cycle including risk management and control management over operations’ effectiveness, financial reliability and compliance with all applicable directives and regulations | Determine internal audit scope and develop annual plans | Obtain, analyze and evaluate accounting documentation, previous reports, data, flowcharts etc | Prepare and present reports that reflect audit’s results and document process | Act as an objective source of independent advice to ensure validity, legality and goal achievement | Identify loopholes and recommend risk aversion measures and cost savings | Maintain open communication with management and audit committee | Document process and prepare audit findings memorandum | Conduct follow up audits to monitor management’s interventions | Engage to continuous knowledge development regarding sector’s rules, regulations, best practices, tools, techniques and performance standards","Proficient/ Fluent in English | Min. 5 years of experience | Advanced computer skills on MS Office, accounting software and databases | Ability to handle large amounts of data and to compile detailed reports | Proven knowledge of auditing standards and procedures, laws, rules and regulations | High attention to detail and excellent analytical skills | BS degree in Accounting or Finance"
133,Finance & Banking Coordinator,Cairo,Egypt,Turning Point for Consultancies and Development,Part Time | Freelance / Project,5 To 20 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission And Fees Will Be Decided As Per Assignment As Agreed Between The Company And The Candidate",Accounting/Finance | Analyst/Research,Banking | Banks | Finance | Financial | Financial Analysis | Financial Institutions | Accounting | English | Presentation Skills | credit | CFA,https://wuzzuf.net/jobs/p/0unjwQEejHND-Finance-Banking-Coordinator-Turning-Point-for-Consultancies-and-Development-Cairo-Egypt?o=134&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Preparing financial solutions for new and existing projects: | The coordinator will join an introductory meeting with the client to clearly obtain all needed data to start formulating the general guidelines for preparing the finance proposal | In the same day, the coordinator will provide Turning Point Company with the steps to be followed in the assignment in details, along with the specific time and cost for finalizing the client’s job | The company will study the offer and discuss it with the candidate for final approval, amend or rejection | The coordinator will set meeting between the company and the finance party, before providing the financial solution to client | Coordinator will support the client in all steps needed to get the needed finance | Client will submit a final rating to the candidate’s work after job completion","The candidate should have strong banking credit experience to support our clients make proper financial decisions and present their cases to banks or any financial institution | Honesty, punctuality, professionality, and loyalty to our company’s work is a must | Candidate to have access and knowledge about all banks and financial institutions and financial programs | Candidate must be innovative to find financial solutions and tailor services as per clients’ needs and financial capabilities | Male or Female | Candidate with experience in giving finance consultancies to clients is a plus | Fluency in English is a plus | Having Good appearance and presentation skills is a plus, to conduct presentation or give courses to clients upon their request | Credit Certificate is preferable | CMA, CFA is a plus"
134,Junior Underwriter - Giza,Dokki,Giza,Arope Insurance,Full Time,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Writing/Editorial | Analyst/Research,Accounting | Business Administration | Writing | Insurance | Underwriting | English | Arabic,https://wuzzuf.net/jobs/p/JP24wyNiRAWC-Junior-Underwriter---Giza-Arope-Insurance-Giza-Egypt?o=135&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Apply the new business and review all documents | Learn to review and process requests for cancellation, endorsement, etc | Learn to review policies for renewal consideration | Under direct supervision, handle the renewal and issuance of individual life policies | Coordinate with sales channels, medical personnel, and others to obtain further information, or explain company underwriting policies, and inform of underwriting actions taken; May request additional documentation necessary for the processing of an application, endorsement, or cancellation | Ensure the timely completion of renewals and proposals associated with the underwriting function | Compile data and perform routine clerical tasks, using knowledge of underwriting and policy issuing procedures; Maintain related files | Review correspondence, records, and reports to select routine matters for processing | Enter and/or research information in a computer system | Perform effectively any other duties as assigned; assume new duties as the need arises | Inform the customers about status of their policies by sending them warnings letters ( twice monthly) and anniversary letters ( monthly)","Minimum B.S Degree in Insurance or account or related fields with an emphasis in business studies; a professional insurance certificate/license is a plus | 0 to 1 year of experience in life underwriting practices and procedures preferred; | Possess an analytical background and excellent math skills | Resourceful and controlled assertive behavior | Ability to carry out assignments to completion under strict supervision and within parameters of instructions given, prescribed routines and standard accepted underwriting practices | Organizational skills required and time management | Must have an acceptable level of interpersonal skills to handle sensitive and confidential situations | Verbal and communication skills; Able to express ideas clearly, concisely, and convincingly in both written and oral communications | Competency in the use of variety of computer software applications in word processing, spreadsheets, database and presentation software (MSWord, Excel, PowerPoint).  Use of the IMS or any other specialized insurance applications is preferred | Strong work ethics and accountable | Energetic, takes initiative, dependable, takes pride in work | Excellent command of English and Arabic | Maintain the highest level of confidentiality"
135,Internal Auditor,Heliopolis,Cairo,Life Chemicals Group,Full Time,4 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance | Quality | Analyst/Research,analytical | Auditing | Finance | Accounting | English | Financial Analysis | Computer Skills,https://wuzzuf.net/jobs/p/yjn5CJOBguvz-Internal-Auditor-Life-Chemicals-Group-Cairo-Egypt?o=136&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Responsible for protecting the assets of an organization by completing audits and recommending improvements | Perform internal audit planning and risk assessment activities and develop audit scopes, objectives, and work plans, including the selection of appropriate audit tests, identification of key controls, utilization of data analytics, and other audit techniques | Proactively interact with management and stakeholders to gather information, resolve problems, and make recommendations for business and process improvement | Evaluate the sufficiency of and adherence to internal policies and procedures and regulatory compliance | Share summaries, findings, and recommended operating improvements with the management | Review processes policies and procedures, prepare their action plan, and update all necessary updates for them | Determine compliance with policies and procedures | Help in assessing the quality and operational effectiveness of internal controls to provide assurance and recommendations for improvement, in accordance with the audit plan and company control procedures | Collect and analyze data to detect deficient controls or non-compliance with laws, regulations, and management policies | Participate in identifying key control points and risk areas based on risk assessments, previous audit reports and understanding of the audited functions | Assist in the execution of business process oriented internal control reviews, compliance audits and activities that deliver the audit plan and provide the business with comfort on the internal control environment | Prepare detailed reports on audit findings | Perform an adequate follow up over the reported findings to ensure that the proper implementation of the agreed upon action plan | Monitor compliance with regulations and controls by examining and analyzing records, reports, operating practices, and documentation | Prepare for audits by conducting appropriate research; preparing and distributing draft reports to the executive management; and completing audit work papers and memoranda by documenting audit tests and findings | Communicates audit progress and findings, and improves protection by recommending changes in the internal control structure",High attention to detail and excellent analytical skills | Ability to manipulate large amounts of data and to compile detailed reports | Experience: 4 to 5 years of experience in a similar field | Males Only | Excellent computer skills | Good command of English
136,Senior Market Research,Giza,Egypt,Nahdet Misr Publishing Group,Full Time,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising | Analyst/Research,Marketing | Market Research | E-Marketing | Marketing Research | Research | Online Marketing | Economics | English,https://wuzzuf.net/jobs/p/HpoQ3zuqRQEo-Senior-Market-Research-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=137&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Carry out the day-to-day operations of marketing research to ensure operations are carried out as planned and adhere to set policies, processes and procedures | Contribute to the preparation of the annual marketing research plan and the preparation of the annual budget to get the approval by discussing the annual product plan with the marketing department | Contribute to defining the requirements for marketing research in cooperation with the Marketing Department | Study and understand the objectives of the required research with the Marketing Manager / Product Marketing Manager and determine the tools and method by which the research will be prepared | Determine the target time for the project from the beginning of data collection to the delivery of the final report | Writing and reviewing the methodology/summary of the marketing research and reviewing it with the marketing team | Writing a research presentation from a technical and material point of view | Create a discussion guide or a marketing research form based on the type of research | Communicate with external marketing research companies in case a specific task is needed, follow up its implementation, and issue a report on what is required of marketing research",Bachelor degree in economics English section | Experience: 2-4 years of experience in the same field | Strong communication and presentation skill
137,Sales Coordinator,Giza,Giza,Abudawood Group Egypt,Full Time,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance | Analyst/Research,Accounting | Budgeting | Finance | Microsoft Office | Administration | Communication | Sales,https://wuzzuf.net/jobs/p/AIsuOXn8QRjY-Sales-Coordinator-Abudawood-Group-Egypt-Giza-Egypt?o=138&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Extract, collect and analyze the data from Abudawood sales system | Convert data into a readable format and share it with the sales team | Performing analysis to assess the applied offers results and the final numbers | Apply Abudawood sales offers on the sales system","Fresh graduates with advanced Microsoft office skills are welcome to apply | Bachelor’s degree from an accredited university | High level of written and verbal communication skills | Experience up to 2 years | Strong Searching and analytical skills | Ability to collect, organize, analyze, and disseminate significant amounts of information | Attention to detail and accuracy is a MUST | Team Player"
