Title,Job_Type,Company,Area,City,Experience,Career_Level,Education_Level,Salary,Job_Categories,Skills_and_Tools,Job_Description,Job_Requirements
Backend Development Lead,Full TimeWork From Home,Nugttah,"
Cairo", Egypt,2 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Node.js | MongoDB | JavaScript | MEAN Stack | Computer Science | Development | Debugging | Information Technology (IT) | Software Development | Js | Software Engineering | Testing | TDD | Typescript | Back-End Development,"Work in a cross-functional mission team with engineers, designers, and analysts | Help to enable your mission team to iterate fast and learn about our customers by designing, launching and iterating on A/B experiments | Continuously improve our code base, systems, and processes | Design and develop efficient solutions that can continue to scale | Mentor other team members | Implement high quality Software following our CI/CD approach | We use modern technology  Node.js, AngularJS and MongoDB (MEAN stack) | Web Business Portal for businesses | Web Admin Portal for Nugttah operations team | iOS Mobile App fo customers | Android Mobile app for customers | Integration with Point of Sales ( Foodics and Marn) | Integration with Payment (HyperPay) | Integration with help chat (Intercom) | Integration with analytics platform (Metabase & Google Analytics) | and more to come … | Please note that this job is all over Egypt","Strong MongoDB knowledge is necessary, we rely heavily on the aggregation framework | Strong JavaScript (async/await) and Node JS knowledge | Experience in Hapi.js, Test-Driven-Development (TDD), TypeScript is a plus | Proficient understanding of code versioning tools, such as Git | Excellent communication skills | Ability to solve problems creatively and effectively | Customer Oriented, Flexible, Attention to Detail, and Deadline-Oriented individual | Understanding accessibility and security compliance | Implementing automated testing platforms and unit tests | Ability to understand business requirements and translate them into technical requirements | Integration of multiple data sources and databases into one system | Experience with debugging, performance profiling, and optimization"
Senior MS Dynamics CRM Developer,Full Time,egabi solutions,"
Cairo", Egypt,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Power Automate | Power BI | Power Apps | Microsoft Dynamics 365 | CRM SDK | plugin | Microsoft SQL Server | Sharepoint | iis | Power Platform | CRM | Computer Science | Dynamics | Dynamics 365 | Information Technology (IT) | Microsoft Dynamics | Software Development | SQL | SQL Server,"Provides feedback on the (FRD) and review the technical requirements | Responsible for the creation/review of the functional design document (FDD) | Conducts technical meetings with needed stakeholders (Internally & externally) | Responsible for the creation of the integration documents needed | Design the technical architecture of software solutions in a product-oriented approach | Collaborate with other team members (project managers, software developers, business analysts, and IT professionals) to implement Microsoft Dynamics 365 CRM solutions | Customize and configure the CRM in order to meet the business needs | Provide estimates, design/review software solutions, implement these solutions and handle code review | Integrate other systems and services into the CRM architecture (Mobile Apps, Portals and Call center Systems) | Assist with Data Migration, deployment and provisioning activities | Produce weekly management information to report on required activities/pending tasks","4-6 years of experience working as CRM Developer | Strong writing and communication skills | Self-motivated, able to work proficiently both independently and in a team environment | Creative thinker and able to find ways to improve solutions, systems, and processes | Up-to-date knowledge of technological developments in the industry | Able to meet project deliverables and drive your work to completion within timeframes | Demonstrated knowledge in Microsoft Technologies especially (Power Automate, Power BI and Power Apps) | Proficient with developing, deploying, customizing, and integrating Microsoft Dynamics 365 CRM solutions as needed | Strong experience in using the either the CRM SDK and plugin platforms | Experience with supporting Microsoft products (SQL Server, SharePoint, IIS, Power Platform)"
"Full Stack Developer (.NET core , Angular)",Full Time,Smart IT,"
Nasr City", Cairo,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,"30000 to 35000 EGP Per Month, Medical insurance,Social insurance",IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Software Development | Software Engineering | OOP | ASP.NET | C#.Net | ADO.NET | SQL | MySQL | javaScript | Query | HTML | CSS | jQuery | Angular | MSSQL | OOAD | .NET | MVC | C# | HTML5 | Computer Science | Computer Engineering | AngularJS | Angular4 | Angular2 | Angular 8 | .NET 4.5 | Engineering,"Expertise in both Back-End and Front-End Development | Participate in the required verification and analysis | Participate in technical design and functional specification reviews | Collaborate with other software developers, business analysts and software architects to plan, design, develop, test, and maintain business applications | Design, develop, troubleshoot, debug, implement, and unit test software products and solutions in accordance with established standards | Participate in code reviews to ensure adherence to coding standards | Apply basic professional knowledge related to software engineering processes and tools used within the team | Research, evaluate and recommend software tools | Work location: Nasr City - Cairo | Flexibility to travel when needed (mainly to KSA)","A minimum of a Bachelor’s degree in one of the following areas: | Computer Science | Information Systems | Computer/ Electrical/ Communication Engineering | 5+ years of experience | Proficiency in C# | Experience using .NET 4.5+ , Core | Experience in developing ASP.NET Web form, MVC applications | Very good experience in Web API (ASP.NET Core), OOP and Design patterns | Very good experience in the client side framework  Angular 8+ | Understanding of HTML5, JS, jQuery and CSS | Proficient knowledge in MSSQL | Familiar with SharePoint and Xamarin | Database design including indexes and data integrity | Implementing enterprise application patterns | Experience in using Design Patterns | Experience in OOP, Layered Architecture, 3/N-Tier Architecture | Accountable & Responsible | Communication | Negotiation | Proactive & Initiative | Problem Solving | Analytical"
Pricing Supervisor (Market Research),Full Time,Andalusia Group,"
Maadi", Cairo,1 to 3 years,Manager,Bachelor's Degree,Confidential,Analyst/Research | Pharmaceutical,Pricing | coding | Analysis | Management | Research | Pharmaceutical | Database | Communication | Business Administration,"Planning to identify suitable pricing strategy and ensure it conforms to pricing objectives | Developing and implementing pricing strategies across various services lines to position the services based on revenue, utilization and competitive situation that enhance profitability | Execute total pricing procedure, enhance processes to make most of efficiencies and ensure timely response to market conditions | Monitoring progress of competitor pricing analysis and price setting | Collecting & assessing data from a variety of sources to gain insights into pricing strategies and market trends | Analyze services that do not grow or generate the required volume or revenue | Planning to identify the rate of services utilization for enhancement | Monitor financial outcome including services target achievement | Add new services based market surveys to increase services revenue | Monitor offers and packages outcomes and ensure that it brings the required revenue & volume to identify its continuity | Monitor service revenue achievement on daily based","Bachelor degree of pharmacy | Not less than 6 months experience in market research, pricing, Analysis or coding | Very Good knowledge of MS office programs | Very good Internet and research skills | Excellent communication skills, verbally and written | Multi-tasking | Good information collector | Management skills | Excellent analytical and Strategic thinking skills | Professional reporting skills | Professional presentation skills"
Head Of Gender Unit,Full Time,"The Micro, Small & Medium Enterprise Development Agency","
Dokki", Giza,10 to 15 years,"Senior Management (CEO, GM, Director, Head)",Bachelor's Degree,Confidential,Business Development | Operations/Management | Analyst/Research,gender | women | Program Development | socio-economic | empowerment | women support,"Planning and taking the lead in integrating gender issues into MSMEDA programs and activities | Managing the Gender Unit team, supervising and monitoring the activities of the Gender Unit | Developing and updating the gender equality strategy on a periodic basis | Developing a concept for gender mainstreaming into MSMEDA plans/programs (through sectorial plans, coordination with MSMEDA's executive sectors on implementing women support/empowerment activities, monitoring of all gender-related projects/activities undertaken by MSMEDA sectors…) | Designing policies on the enhancement of women's role and status within MSMEDA's executive sectors | Representing MSMEDA in internal/external gender-related forums | Participating in negotiations with donor agencies on women empowerment issues in coordination with the Central Sector for International Cooperation and Planning | Supporting women's vocational initiatives through the provision of vocational training for women according to the local requirements of the governorates with a special attention to crafts with traditional/cultural origin | Providing assistance to the design of gender mainstreaming programs/projects | Motivating cooperation, communication and coordination with public authorities, civil society organizations and the private sector as for women support issues | Taking part in surveying women requirements prior to the launching of women empowerment activities in cooperation with the Central Sector for Regional Offices | Coordinating with Media Sector on the production of publications and women success stories and raising awareness about MSMEDA's role in women empowerment through the different mass media | Following up on statistics related to women, assisting in integrating data and information about women into all MSMEDA's progress reports at the regional, national and international levels and circulating these data among different departments and sectors | Giving support on gender training programs to partner agencies and MSMEDA","10 to 15 years of experience in socio-economic development with a previous practical experience in women support and empowerment field | Record in socio-economic development in Egypt with a special engagement in social and economic gender mainstreaming domain | Ability to lead and motivate team works | Distinguished written and spoken communication skills in English and Arabic | Excellent command of English | Good command of French (is an asset) | Proficiency in computer applications (Microsoft Office/PowerPoint) | Ability to organize and monitor work progress and documentation | Proficiency in preparing reports and letters to different agencies | Ability to work in a team, work under pressure and keep work information confidential | Fieldwork and data collection are a pre-requisite"
Risk Assistant Manager,Full Time,A.T Lease Egypt,"
Sheikh Zayed", Giza,5 to 7 years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research,Risk Management | Credit Risk,"Assist in reviewing of Credit Proposal Memo with all their required contents implying credit analysis, macro and microanalysis with the assessment of the associated risks, review proposed obligor risk rating, review CBE reports, investigation reports, and all other related contracts, and prepare the related Risk Memo including a recommendation for mitigation of Risk | Assist in checking that the Credit Proposal Memo abides by A.T.LEASE strategy and credit policy and that the credit package is directed to the proper lending authority for approval. - Assist in monitoring existing credit relationships to ensure that the customer is not falling behind the rent schedule and review of lease portfolio on an annual basis | Assist in the preparation of Risk Management reports on a regular basis | Participate in enhancing internal control through reviewing the advising form prepared by the Credit Administration Department in order to ensure that the advising form is in compliance with the credit committee terms and conditions | Assist in Obtaining all required data and information needed from all AT-Lease departments for the purpose of preparing reports that show the major risks that the company may face. All reports and recommendations should be submitted to authorities | Follow up with all departments on all issues that may increase risk and affect the company, for example Delay Rentals, un-renewed insurance Policies, unregistered contracts, unregistered assets, and unmet terms & conditions | Un-utilized facilities, & Liquidity Positions. (etc…) - Assist in Issuing monthly ACP & I-Score reports - Assist in achieving A.T.LEASE Risk Management Division annual objectives regarding its scope. - Apply A.T.LEASE Anti Money Laundry Policy",Bachelor's degree in Commerce or Business Administration | Awareness of the business environment • Good computer skills | Minimum of 5 years experience in the credit analysis field | Excellent command of both English and Arabic Languages | Core Credit
Senior Full Stack Developer,Full TimeWork From Home,Confidential Company,"
Cairo", Egypt,4 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,.Net | Angular | ASP.Net | Computer Science | Information Technology (IT) | Software Development | JavaScript | RESTful | HTML | Git | CSS | APIs,,
Strategic Planning Manger,Full Time,Confidential Company,"
New Cairo", Cairo,6 years,Manager,Bachelor's Degree,Confidential,Operations/Management | Quality | Analyst/Research,Communication | QA | ERP | English | analytical | Quality Assurance | quality | Reporting | Planning | Microsoft Excel | Software | Management | Marketing | Operations | Strategic Planning | Analysis,"Developing, implementing and reviewing internal operational policies and procedures | Handling all the technical department’s KPI's & performance evaluation | Strategic Planning Manager manages the analytical and research activities supporting an organization's strategic, short-term, and long-range goal planning function | Oversees data collection and conducts organizational reviews to identify the business's strengths and weaknesses and evaluate operational effectiveness | Developing a strategic plan for the company, including long-term goals and short-term objectives that align with the company’s mission statement | Monitoring and measuring the company’s performance against set targets | Reviewing and analyzing data to identify areas of opportunity for improvement | Conducting research to identify new opportunities for growth in existing markets or development of new markets | Works closely with service center to identify quality issues and to implement quality control procedures and quality improvement initiatives | Interacts with and manages direct reports and operational issues on a daily basis | Quality Experience 6 years | Monitor risk management activities","Planning skills | Time management skills | Good Knowledge for data gathering & analysis | Preferred skilled in Planning Software, Power BI, Dashboards, Reporting, Microsoft Excel, | Bachelor Degree | ERP System | Excellent English Language"
Internal Auditor,Full Time,A2Z Lingerie,"
Smouha", Alexandria,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance | Analyst/Research,Accounting | Auditing | Finance | Financial Analysis | Computer Skills | English | Microsoft Office | Commerce,"Provide a comprehensive Internal Audit (IA) Service, on all sides of auditing, risk assurance | Preparing periodic and annual audit reports in accordance with the audit plan | Review the accounting system and ensure the validity, regularity, and accuracy of the accounting data | Submit periodic reports to the administrative unit that may occur and weaknesses in internal control procedures | Identify risk and ensure compliance with proper internal control policies and procedures as well as compliance to legal and governmental regulation | Performing and monitoring the full audit cycle for stores and inventory | Performs other tasks assigned to it","Bachelor degree, commerce accounting | 2:5 years of experience | Analytical ability and strong attention to detail | Computer skills, Microsoft office applications | Good command of English language"
Marketing Supervisor,Full Time,El Nahar for Medical Solutions,"
Cairo", Egypt,3 to 5 years,Manager,Bachelor's Degree,"Confidential, - Rewarding salary package - Social and medical insurance - Career path opportunities",Marketing/PR/Advertising | Analyst/Research | Media/Journalism/Publishing,Market Research | Marketing | English | Planning | Creativity,"Plan, organize and manage company events as conferences, workshops, convoys, campaigns… | Forecast, manage and report the budget of marketing department | Manage and supervise the development of the digital content and maintenance of content publishing on social media | Follow up with the advertising agencies for the marketing materials design, production, and execution | Analyze & present to the management all marketing department results and achievements | Propose new promotion plans, ideas and initiatives and discuss them with management | Communicate with all the vendors aboard to propose/discuss any marketing activity. - Design & develop collateral materials, artworks, visuals…etc | Coordinate and follow up tasks with stakeholders in different departments and externally | Prepare market/customer surveys, analyze the data, communicate results and take actions based on them | Maintain deals and negotiations with different suppliers | Attend all meetings and trainings scheduled by the company | Manage, follow up and develop team members | Bring new ideas to promote and brand the company's image and its products and services | Maintain necessary PR initiatives with company's customers | Prepare and manage company's marketing plan and calendar according to company's annual strategies | Meet marketing department’s objectives and KPIs",Marketing Diploma is a plus | Excellent command of English language | Excellent computer skills | Ability to multitask and Problem solving skills | Excellent planning and time management skills | Excellent creativity skills | Strategic thinking and business insights | Excellent communications and negotiation skills | Excellent people management skills | Good stakeholders’ management skills
Category Manager,Full Time,Raya Distribution,"
Maadi", Cairo,5 to 7 years,Manager,Bachelor's Degree,Confidential,Operations/Management,Sales Operations | Communication | Category Management | Retail,"Analyzing data or insights to determine industry and consumer trends regarding the product and category | Creating and developing a strategic long-term plan for the development of the category | Developing an exit strategy for unsuccessful products | Overseeing a team of analysts and other support staff | Building and driving relationships with key vendors to improve pricing and quality of services | Becoming a leader in category ranging, pricing and promotions across channels | Placing appropriate orders to ensure product availability meets demand | Leading category management projects to optimize ranges and related merchandising | Collaborating with buyers and merchandisers to expand product categories | Creating forecasts for product demand to ensure sustainability of inventory | Managing budget development and revenue for the category | Developing strong working relationships with buying, marketing and merchandising teams",Communication Skills | Analytical Skills | Flexibility | Reliability | Time management | Ability to learn | Critical Thinking | Problem-Solving skills | Analytical Tools | Spreadsheets | Presentation Software | Online Sales Portals
Senior Internal Auditor,Full Time,Gates Development,"
Sheikh Zayed", Giza,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance | Analyst/Research,Auditing | Commerce | Finance | Financial Analysis | Accounting | English | Communication | Auditor,"Under the direction of the Director of Internal Audit , performs internal audits of company departments and activities in compliance with established guidelines and principles of auditing by understanding and documenting business processes, interpreting company policies and procedures, governance practices, and regulatory obligations, evaluating compliance with laws, policies, procedures, and regulation by comparing operating practices with established norms, and supporting the safeguarding of assets by reviewing the internal controls over those assets and verifying the existence of such assets | Assesses complex activities to identify potential operational, financial, and compliance risks or potential fraud which warrant audit attention | Contributes to the development of a total program of internal review and audit for the company by determining records and activities to be analyzed and planning work assignments for departmental audits | Prepares acceptable work papers by researching, compiling, and analyzing data to be presented within internal audit reports | Effectively communicates the results of audits by preparing final reports of audit findings | lead planned audits into the company, including organizing teams, inspecting accounts, checking compliance with applicable laws, detecting ineffective or inefficient practices and verifying financial records | Organize and present meaningfully detailed reports to communicate the results of an audit to internal audit director | Communicate with other departments to verify records and confirm company policies",Bachelor degree of commerce | Advanced Auditing Certificate (preferable) | 3-5 Years of experience in the field | Problem solving skills | Analytical skill
Senior Financial Planning & Analysis Executive,Full Time,MENASSAT,"
New Cairo", Cairo,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance | Analyst/Research,Business Analysis | Business Development | English | Presentation Skills | Analysis | Commerce | business | Microsoft Office | Presentation | Skills,"Create financial models to evaluate potential new development or investments opportunities | Update financial models with actual data to evaluate investments | Building annual budgets and forecasts for different departments and consolidating into one master budget | Analyzing previous budgets and forecasts and performing variance analysis | Evaluating new and existing projects, investments, and assets to determine their validity and appraise their value | Recommending improvements and use of financing structures such as debt and equity when appropriate | Identifies financial status by comparing and analyzing actual results with plans and forecasts | Improves financial results by analyzing results; monitoring variances; identifying trends; recommending actions to management","Bachelor’s degree in Commerce or other related degree | 5 to 7 years of working experience, at least 3 years of work experience in similar role & field | Proven experience in business analysis tools and techniques | Strong presentation skills, adept business knowledge, organizational abilities | Excellent Microsoft office package (Power Point / Excel / Word) | Excellent in English Language (Spoken / Read /written)"
QA QC Manager,Full Time,Confidential Company,"
New Capital", Cairo,10 to 15 years,Manager,Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Quality,QA | QC | Quality Control | Quality Assurance | Construction | Civil Engineering | Engineering | Architecture | QA/QC | quality | English | Management,"We are Hiring is required for main contractor Constriction company location New capital mega projects | Ensure that the organization’s Quality Management System conforms to customer, internal, and regulatory/legal requirements | Ensure evaluation of, and reporting on, vendor quality systems | Oversee inspection (examination) of incoming materials, ensuring that they meet requirements | Manage the monitoring, measurement, and review of internal processes, especially those that affect the quality of the organization’s products | Lead a team of Quality specialists, inspectors, auditors, analysts, and technicians | Report to head of Supply Ops on the performance of the QMS (e.g., results of quality audits, corrective actions), including the need for improvement | Conduct periodic management review meetings | Oversee product recalls | Responsible for accuracy and timely inspection/calibration of monitoring and measuring devices | Keep up on standards, regulations/laws, issues, and news with respect to product (service) quality | Formulate procedures to inspect and report quality assurance issues | Monitoring all operations that affect quality | Formulate procedures to inspect and report quality issues | Monitor all operations that affect quality | Assure the reliability and consistency of production by checking processes and final output | Report all malfunctions to production executives to ensure immediate action | Facilitate proactive solutions by collecting and analyzing quality data | Review current standards and policies | Keep records of quality reports, statistical reviews and relevant documentation | Ensure all legal standards are met | Communicate with external quality assurance officers during on-site inspections | Determining, negotiating and agreeing on in-house quality procedures, standards and specifications | Specifying quality requirements of raw materials with suppliers | Investigating and setting standards for quality, health and safety | Ensuring that manufacturing processes comply with standards at both national and international level | Working with operating staff to establish procedures, standards, systems and procedures | Writing management and technical reports | Determining training needs | Acting as a catalyst for change and improvement in performance and quality | Recording, analyzing and distributing statistical information | Monitoring performance","Has at least 10 years of experience in Quality Control and Assurance in the Architecture, Engineering, Construction, and Planning Industry | Bachelor's Degree in Civil Engineering | Wide experience in all types of Buildings and Infrastructure QA/QC activities, familiar with all industry/international codes and standards, | Excellent communication and management skills | Fluent in written and spoken English"
Market Researcher,Part TimeFreelance / Project,Turning Point for Consultancies and Development,"
Cairo", Egypt,5 to 20 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Commission and fees will be decided as per assignment as agreed between the company and the candidate",Marketing/PR/Advertising | Analyst/Research,Feasibility Studies | Feasibility Study | Market Research | Research | Market Analysis | Analysis | E-Marketing | English | market | Marketing | Microsoft Office | Presentation Skills | Social Media,"Preparing Market research, analysis and feasibility studies: | The market researcher will join an introductory meeting with the client to clearly obtain all needed data to start formulating the general guidelines for preparing the feasibility study | In the same day, the market researcher will provide Turning Point Company with the steps to be followed in the assignment in details, along with the specific time and cost for finalizing the client’s job | The company will study the offer and discuss it with the candidate for final approval, amend or rejection | The candidate will face competition indoors from specialists of the company along with outdoors competition. Competition will be measured in terms of innovative ideas, maximizing the company’s profitability, reducing client’s cost and speeding up the process with maintaining the accuracy and honesty | Upon finalizing the study on time or before, the management will discuss thoroughly the study before submitting to client for presentation | After management approval, the researcher will prepare the final presentation to be submitted to client, and he/she can be asked to join a final meeting with the client in order to defend the marketing results and findings, and final recommendations | Client will submit a final rating to the candidate’s work after job completion | Consultancies: | The candidate can be assigned for consultancy job with part time fees, if requested by clients | Client will submit a final rating to the candidate’s work after job completion | Education and Courses: | The candidate can be assigned for training with part time fees, if requested by clients | Client will submit a final rating to the candidate’s work after job completion","Experience in Market research, market analysis and preparing feasibility studies not less than 5 years | Honesty, punctuality, professionality, and loyalty to our company’s work is a must | Candidate to have access for marketing data and analysis (Desk research) | Candidate can easily conduct or use a team for making focus groups on ground field studies for any industry needed | Candidate must be innovative to find marketing solutions and tailor services as per clients’ needs and financial capabilities | Excellent user to Microsoft office especially power point to prepare the needed presentations | Male or Female | Candidate with experience in giving marketing consultancies to clients is a plus | Fluency in English is a plus | Having Good appearance and presentation skills is a plus, to conduct presentation or give courses to clients upon their request"
Senior Software Tester,Full Time,Confidential Company,"
Maadi", Cairo,5 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Certified Software Tester | Test Design | SQL | Reporting | Software | Testing | Automation | Information Technology (IT) | Design | Quality Assurance | Agile | Software Development | Software Engineering,"Prepare reports on all aspects related to the software testing carried out and reporting to the Analysts Development team | Interact with the product team to understand product requirements | Participate in product design reviews and provide input on requirements, product design, and potential problems | Analyze test results, test data, bugs and production defects | Responsible for personally contributing to test cases creation and test execution alongside managing testing team capacity | Record and document results and compare to expected results | Suggest functionality improvements based on usability standards | Review user stories and user acceptance criteria in terms of consistency, completeness, and correctness | Collaborate with software Engineers to develop effective strategies and test plans | Help troubleshoot issues | Work with cross-functional teams to ensure quality throughout the software development lifecycle","Bachelor of Computer Science or any related discipline | 5+ years of proven experience as a Quality Assurance or software Tester or similar role | Experience in project management and end-to-end test process | Proven experience in manual and automation testing | Familiarity with Agile frameworks and regression testing is a must | Experience with Redmine or similar issue tracking tools | Experience with Selenium, JMeter, AppSignal or any similar test automation tools | Ability to deal with code repositories, databases and troubleshoot errors in the testing environment | Hands on experience with SQL, postman and any scripting language | Excellent communication skills | Attention to details | Analytical mind and problem-solving aptitude | Strong organizational skills | Up-to-date knowledge of software test design and testing methodologies | Experience with e-Commerce and FinTech industry is a big plus"
Senior E Commerce Specialist,Full Time,Confidential Company,"
Sheraton", Cairo,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Marketing/PR/Advertising | Media/Journalism/Publishing,E-Marketing | Marketing | Shopify | Social Media | Design | Web Design | Digital Marketing,"Work on Shopify with ease and handle all sides of the platform | Support in creating E. commerce websites: Theme customization and curating visuals | Inspect landing pages, product information, checkout options, and all other pertinent website-related systems to ensure their visual appeal, accuracy, and ease of use | Maintain delivery process and other operational responsibilities: order deliveries, refunds, returns, and the website’s customer service | Assist in managing online inventory and stock | Do research and come up with suggestions and solutions | Work closely with the Graphic designing team for website visuals and media | Perform A/B Testing",Fluent in English Language is a Must | Shopify Expert is a MUST | Previous experience in ERP/Navision/SAP is a Plus | Experience in working with different departments in different countries | Commerce/Marketing/Business Admin. Graduate from a reputable university | GUC graduates are most welcome to apply | Total years of Experience from 2 to 3 years max | Proficient in using MS applications particularly Word & Excel | Previous experience with Shopify | A good understanding of user experience | Familiarity with web design and a keen eye to detail | Good communication skills | Resourceful | Proficient in Excel
QSIT -Software Development Team Leader,Full Time,Alkan CIT,"
Mokattam", Cairo,8 to 12 years,Manager,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Engineering | Computer Science | CSS | esri | GIS | HTML | HTML5 | Information Technology (IT) | C# | .NET | Angular | angular js | javascript | jQuery | rest | Software Development | Software Engineering | Software,"Develop & Implement system modules according to previous design & analysis using selected project technology | Develop product/solution logic within an iterative development lifecycle | Maintain and modify existing applications ensuring adherence to standards | Coordinate with the products development manager to choose which features will be added to the release and their scope | Responsible for the whole development phase (code, design and plan) as well reviewing the codes | Make regular review to ensure that the system meets design architecture | Discover and raise flag when needed in order to update system architecture to ensure following system requirements | Responsible to establish all possible options for designing and delivering the best solutions based on sound analytical judgment, and team input and the customers’ best interest under the supervision of the team leader | Design push and pull data interfaces using the latest web and data sharing technologies and project needs integrated to a multitude of third party providers | Participate in software analysis & design ending up in the project design document through conducting system analysis and development, with limited support from professional staff, to keep our clients’ systems current with changing technologies | Responsible for utilizing tools and equipment involved  in performance of essential functions of programming including ensuring instruments, proof of concept - trying new modules | Responsible for analysis of current programs including performance, diagnosis and troubleshooting of problem programs, and designing solutions to problematic programming | Deeply participate in detailed design/POCs phase along with the architecture team and the team leader | Implement functional enhancements and application specifications to ensure a satisfactory level of both functional and nonfunctional requirements, such as performance, security, scalability, and usability | Research new technologies that push the boundaries and capabilities of design and provide insight on applying these to ESRINEA product offerings | Research and evaluate a variety of software products | Maintain high standards of software quality within the team by establishing good practices | Perform and assist with quality control activities as needed | Conduct and supervising unit-testing tasks and fixing defects that may arise | Collaborate with QC team to ensure that the system follows the organization coding convention | Collaborate with QC team to ensure that the system follows the organization coding convention and CMMI process accreditation | Respond promptly and professionally to bug reports | Provide assistance to testers and support personnel as needed to determine system problems | Ensure deployment of releases is done correctly | Adhere to high-quality development principles while delivering solutions on-time and on-budget | Assess, troubleshoot, document, upgrade and develop maintenance procedures; Review code for potential performance issues, reusability, and/or anomalies | Troubleshoot client problems both remotely and onsite | Research and identify cause of reported defects and issues | Develop patches and defect fixes | Support Client on site | Participate in training and / or customer support activities as needed | Developing technical documentation | Support technical writers in designing documentation through fully defining all application code and the underlying methodology for the design decisions made | Assist in the collection and technical documentation of user's requirements, development of user stories, estimates and work plans | Responsible for the planning of the product in coordination with the team manager | Responsible for the scoping of the release/sprints, time estimation, and resources allocation | Responsible for guiding, supervising and mentoring associate software developers and software developers | Analyse system specifications and translate system requirements to task specifications for junior programmers | Collaborate with other software developers, business analysts and software architects to plan, design, develop, test, and maintain web and business applications | Before release planning, works with the products development manager to plan for the scope, pool of resources who will be needed and high level sizing | Responsible for doing the risk analysis based on the available resources and update the plan accordingly | Assess opportunities for application and process improvement and prepare documentation of rationale to share with team members and other affected parties | Responsible for discussing all the issues arising from the demo and putting action plan (retrospective Feedback Survey) and follow up on the action items resulting from the survey | Responsible for managing the team task assignment in each sprint and follow up on their work to ensure the plan is followed properly and providing them with the necessary support | Responsible for preparing the demo presentation along with the team","Minimum of 8 years of experience as a software developer, prior experience as a technical leadership position is a must | Bachelor degree in Computer Engineering or Computer Science or equivalent | Fluency in English language | Knowledge of GIS concepts and ESRI technologies | Proven ability to design and develop large scale, complex applications | Deep Knowledge of GIS concepts and ESRI technologies is a plus | Working Knowledge in C#, ASP.NET, ADO.NET, HTML, XML, CSS, JavaScript, and AJAX | Working Knowledge of HTML5, DOJO, and/or jQuery (A Plus) | Working Knowledge in Microsoft Visual studio .Net | Working Knowledge in Microsoft Team Foundation Server | Working Knowledge of REST, Web API and SOAP Web Services | Working Knowledge of PL-SQL and Entity Framework | Working Knowledge of SQL Server and Oracle database | Working Knowledge of complex server-side algorithms and modules coding. Software products/solutions UML modelling and detailed design using professional software tool (Enterprise Architect, Rational Rose, etc.) | Working Knowledge of complex server-side algorithms and modules coding | Working Knowledge of N-tier architectural patterns and ASP.NET MVC | Awareness of CMMI processes | Awareness of Agile common practices"
